PokemonId	|	MoveId
151	|	Rage
151	|	Teleport
151	|	Night-Shade
151	|	Mimic
151	|	Screech
151	|	Double-Team
151	|	Confuse-Ray
151	|	Defense-Curl
151	|	Barrier
151	|	Light-Screen
151	|	Haze
151	|	Reflect
151	|	Focus-Energy
151	|	Bide
151	|	Metronome
151	|	Self-Destruct
151	|	Egg-Bomb
151	|	Fire-Blast
151	|	Waterfall
151	|	Swift
151	|	Skull-Bash
151	|	Amnesia
151	|	Soft-Boiled
151	|	Dream-Eater
151	|	Leech-Life
151	|	Sky-Attack
151	|	Transform
151	|	Flash
151	|	Psywave
151	|	Explosion
151	|	Rest
151	|	Rock-Slide
151	|	Tri-Attack
151	|	Super-Fang
151	|	Substitute
151	|	Thief
151	|	Nightmare
151	|	Snore
151	|	Curse
151	|	Reversal
151	|	Spite
151	|	Protect
151	|	Scary-Face
151	|	Feint-Attack
151	|	Sludge-Bomb
151	|	Mud-Slap
151	|	Spikes
151	|	Zap-Cannon
151	|	Icy-Wind
151	|	Detect
151	|	Outrage
151	|	Sandstorm
151	|	Giga-Drain
151	|	Endure
151	|	Charm
151	|	Rollout
151	|	False-Swipe
151	|	Swagger
151	|	Fury-Cutter
151	|	Steel-Wing
151	|	Attract
151	|	Sleep-Talk
151	|	Heal-Bell
151	|	Return
151	|	Frustration
151	|	Safeguard
151	|	Pain-Split
151	|	Dynamic-Punch
151	|	Megahorn
151	|	Dragon-Breath
151	|	Baton-Pass
151	|	Encore
151	|	Sweet-Scent
151	|	Iron-Tail
151	|	Metal-Claw
151	|	Synthesis
151	|	Hidden-Power
151	|	Twister
151	|	Rain-Dance
151	|	Sunny-Day
151	|	Crunch
151	|	Psych-Up
151	|	Ancient-Power
151	|	Shadow-Ball
151	|	Future-Sight
151	|	Rock-Smash
151	|	Whirlpool
151	|	Beat-Up
151	|	Fake-Out
151	|	Uproar
151	|	Heat-Wave
151	|	Hail
151	|	Torment
151	|	Will-O-Wisp
151	|	Facade
151	|	Focus-Punch
151	|	Nature-Power
151	|	Charge
151	|	Taunt
151	|	Helping-Hand
151	|	Trick
151	|	Role-Play
151	|	Superpower
151	|	Magic-Coat
151	|	Recycle
151	|	Revenge
151	|	Brick-Break
151	|	Knock-Off
151	|	Endeavor
151	|	Skill-Swap
151	|	Imprison
151	|	Snatch
151	|	Secret-Power
151	|	Dive
151	|	Feather-Dance
151	|	Blaze-Kick
151	|	Hyper-Voice
151	|	Blast-Burn
151	|	Hydro-Cannon
151	|	Weather-Ball
151	|	Fake-Tears
151	|	Air-Cutter
151	|	Overheat
151	|	Rock-Tomb
151	|	Silver-Wind
151	|	Metal-Sound
151	|	Cosmic-Power
151	|	Signal-Beam
151	|	Sand-Tomb
151	|	Muddy-Water
151	|	Bullet-Seed
151	|	Aerial-Ace
151	|	Icicle-Spear
151	|	Iron-Defense
151	|	Block
151	|	Dragon-Claw
151	|	Frenzy-Plant
151	|	Bulk-Up
151	|	Bounce
151	|	Mud-Shot
151	|	Poison-Tail
151	|	Covet
151	|	Magical-Leaf
151	|	Calm-Mind
151	|	Leaf-Blade
151	|	Dragon-Dance
151	|	Rock-Blast
151	|	Shock-Wave
151	|	Water-Pulse
151	|	Roost
151	|	Gravity
151	|	Gyro-Ball
151	|	Brine
151	|	Natural-Gift
151	|	Pluck
151	|	Tailwind
151	|	U-Turn
151	|	Close-Combat
151	|	Payback
151	|	Assurance
151	|	Embargo
151	|	Fling
151	|	Gastro-Acid
151	|	Me-First
151	|	Power-Swap
151	|	Guard-Swap
151	|	Last-Resort
151	|	Worry-Seed
151	|	Sucker-Punch
151	|	Toxic-Spikes
151	|	Magnet-Rise
151	|	Flare-Blitz
151	|	Aura-Sphere
151	|	Rock-Polish
151	|	Poison-Jab
151	|	Dark-Pulse
151	|	Aqua-Tail
151	|	Seed-Bomb
151	|	Air-Slash
151	|	X-Scissor
151	|	Bug-Buzz
151	|	Dragon-Pulse
151	|	Power-Gem
151	|	Drain-Punch
151	|	Vacuum-Wave
151	|	Focus-Blast
151	|	Energy-Ball
151	|	Brave-Bird
151	|	Earth-Power
151	|	Giga-Impact
151	|	Nasty-Plot
151	|	Avalanche
151	|	Shadow-Claw
151	|	Thunder-Fang
151	|	Ice-Fang
151	|	Fire-Fang
151	|	Psycho-Cut
151	|	Zen-Headbutt
151	|	Flash-Cannon
151	|	Rock-Climb
151	|	Defog
151	|	Trick-Room
151	|	Draco-Meteor
151	|	Leaf-Storm
151	|	Power-Whip
151	|	Cross-Poison
151	|	Gunk-Shot
151	|	Iron-Head
151	|	Stone-Edge
151	|	Captivate
151	|	Stealth-Rock
151	|	Grass-Knot
151	|	Bug-Bite
151	|	Charge-Beam
151	|	Ominous-Wind
151	|	Hone-Claws
151	|	Wonder-Room
151	|	Psyshock
151	|	Venoshock
151	|	Telekinesis
151	|	Magic-Room
151	|	Smack-Down
151	|	Sludge-Wave
151	|	Heavy-Slam
151	|	Electro-Ball
151	|	Flame-Charge
151	|	Low-Sweep
151	|	Acid-Spray
151	|	Foul-Play
151	|	After-You
151	|	Round
151	|	Echoed-Voice
151	|	Stored-Power
151	|	Ally-Switch
151	|	Scald
151	|	Hex
151	|	Sky-Drop
151	|	Incinerate
151	|	Quash
151	|	Acrobatics
151	|	Reflect-Type
151	|	Retaliate
151	|	Water-Pledge
151	|	Fire-Pledge
151	|	Grass-Pledge
151	|	Volt-Switch
151	|	Struggle-Bug
151	|	Bulldoze
151	|	Frost-Breath
151	|	Dragon-Tail
151	|	Work-Up
151	|	Electroweb
151	|	Wild-Charge
151	|	Drill-Run
151	|	Dual-Chop
151	|	Razor-Shell
151	|	Heat-Crash
151	|	Tail-Slap
151	|	Hurricane
151	|	Snarl
151	|	Phantom-Force
151	|	Petal-Blizzard
151	|	Disarming-Voice
151	|	Draining-Kiss
151	|	Grassy-Terrain
151	|	Misty-Terrain
151	|	Play-Rough
151	|	Confide
151	|	Mystical-Fire
151	|	Eerie-Impulse
151	|	Venom-Drench
151	|	Electric-Terrain
151	|	Dazzling-Gleam
151	|	Infestation
151	|	Power-Up-Punch
151	|	Darkest-Lariat
151	|	High-Horsepower
151	|	Solar-Blade
151	|	Laser-Focus
151	|	Throat-Chop
151	|	Pollen-Puff
151	|	Psychic-Terrain
151	|	Lunge
151	|	Speed-Swap
151	|	Smart-Strike
151	|	Brutal-Swing
151	|	Aurora-Veil
151	|	Psychic-Fangs
151	|	Stomping-Tantrum
151	|	Liquidation
151	|	Body-Press
151	|	Breaking-Swipe
151	|	Life-Dew
151	|	Steel-Beam
151	|	Expanding-Force
151	|	Steel-Roller
151	|	Scale-Shot
151	|	Meteor-Beam
151	|	Misty-Explosion
151	|	Grassy-Glide
151	|	Rising-Voltage
151	|	Terrain-Pulse
151	|	Skitter-Smack
151	|	Burning-Jealousy
151	|	Lash-Out
151	|	Poltergeist
151	|	Corrosive-Gas
151	|	Coaching
151	|	Flip-Turn
151	|	Triple-Axel
151	|	Dual-Wingbeat
151	|	Scorching-Sands
151	|	Tera-Blast
151	|	Ice-Spinner
151	|	Snowscape
151	|	Pounce
151	|	Trailblaze
151	|	Chilling-Water
151	|	Hard-Press
151	|	Dragon-Cheer
151	|	Alluring-Voice
151	|	Temper-Flare
151	|	Supercell-Slam
151	|	Psychic-Noise
151	|	Upper-Hand
152	|	Swords-Dance
152	|	Cut
152	|	Vine-Whip
152	|	Headbutt
152	|	Tackle
152	|	Body-Slam
152	|	Take-Down
152	|	Double-Edge
152	|	Growl
152	|	Counter
152	|	Leech-Seed
152	|	Razor-Leaf
152	|	Solar-Beam
152	|	Poison-Powder
152	|	Toxic
152	|	Mimic
152	|	Double-Team
152	|	Light-Screen
152	|	Reflect
152	|	Flash
152	|	Rest
152	|	Substitute
152	|	Snore
152	|	Curse
152	|	Flail
152	|	Protect
152	|	Mud-Slap
152	|	Detect
152	|	Giga-Drain
152	|	Endure
152	|	Charm
152	|	Swagger
152	|	Fury-Cutter
152	|	Attract
152	|	Sleep-Talk
152	|	Return
152	|	Frustration
152	|	Safeguard
152	|	Encore
152	|	Sweet-Scent
152	|	Iron-Tail
152	|	Synthesis
152	|	Hidden-Power
152	|	Sunny-Day
152	|	Ancient-Power
152	|	Facade
152	|	Nature-Power
152	|	Helping-Hand
152	|	Ingrain
152	|	Magic-Coat
152	|	Refresh
152	|	Secret-Power
152	|	Aromatherapy
152	|	Fake-Tears
152	|	Grass-Whistle
152	|	Bullet-Seed
152	|	Magical-Leaf
152	|	Natural-Gift
152	|	Wring-Out
152	|	Worry-Seed
152	|	Seed-Bomb
152	|	Energy-Ball
152	|	Leaf-Storm
152	|	Captivate
152	|	Grass-Knot
152	|	Round
152	|	Echoed-Voice
152	|	Heal-Pulse
152	|	Grass-Pledge
152	|	Work-Up
152	|	Grassy-Terrain
152	|	Confide
152	|	Solar-Blade
152	|	Grassy-Glide
152	|	Tera-Blast
152	|	Trailblaze
153	|	Swords-Dance
153	|	Cut
153	|	Vine-Whip
153	|	Headbutt
153	|	Tackle
153	|	Body-Slam
153	|	Take-Down
153	|	Double-Edge
153	|	Growl
153	|	Counter
153	|	Strength
153	|	Leech-Seed
153	|	Razor-Leaf
153	|	Solar-Beam
153	|	Poison-Powder
153	|	Toxic
153	|	Mimic
153	|	Double-Team
153	|	Light-Screen
153	|	Reflect
153	|	Flash
153	|	Rest
153	|	Substitute
153	|	Snore
153	|	Curse
153	|	Flail
153	|	Protect
153	|	Mud-Slap
153	|	Detect
153	|	Giga-Drain
153	|	Endure
153	|	Charm
153	|	Swagger
153	|	Fury-Cutter
153	|	Attract
153	|	Sleep-Talk
153	|	Return
153	|	Frustration
153	|	Safeguard
153	|	Encore
153	|	Sweet-Scent
153	|	Iron-Tail
153	|	Synthesis
153	|	Hidden-Power
153	|	Sunny-Day
153	|	Ancient-Power
153	|	Rock-Smash
153	|	Facade
153	|	Nature-Power
153	|	Helping-Hand
153	|	Ingrain
153	|	Magic-Coat
153	|	Knock-Off
153	|	Secret-Power
153	|	Aromatherapy
153	|	Fake-Tears
153	|	Bullet-Seed
153	|	Magical-Leaf
153	|	Natural-Gift
153	|	Worry-Seed
153	|	Seed-Bomb
153	|	Energy-Ball
153	|	Leaf-Storm
153	|	Captivate
153	|	Grass-Knot
153	|	Round
153	|	Echoed-Voice
153	|	Heal-Pulse
153	|	Grass-Pledge
153	|	Work-Up
153	|	Grassy-Terrain
153	|	Confide
153	|	Solar-Blade
153	|	Laser-Focus
153	|	Stomping-Tantrum
153	|	Grassy-Glide
153	|	Tera-Blast
153	|	Trailblaze
154	|	Swords-Dance
154	|	Cut
154	|	Vine-Whip
154	|	Headbutt
154	|	Tackle
154	|	Body-Slam
154	|	Take-Down
154	|	Double-Edge
154	|	Growl
154	|	Hyper-Beam
154	|	Counter
154	|	Strength
154	|	Leech-Seed
154	|	Razor-Leaf
154	|	Solar-Beam
154	|	Poison-Powder
154	|	Petal-Dance
154	|	Earthquake
154	|	Toxic
154	|	Mimic
154	|	Double-Team
154	|	Light-Screen
154	|	Reflect
154	|	Flash
154	|	Rest
154	|	Substitute
154	|	Snore
154	|	Curse
154	|	Flail
154	|	Protect
154	|	Mud-Slap
154	|	Detect
154	|	Outrage
154	|	Giga-Drain
154	|	Endure
154	|	Charm
154	|	Swagger
154	|	Fury-Cutter
154	|	Attract
154	|	Sleep-Talk
154	|	Return
154	|	Frustration
154	|	Safeguard
154	|	Encore
154	|	Sweet-Scent
154	|	Iron-Tail
154	|	Synthesis
154	|	Hidden-Power
154	|	Sunny-Day
154	|	Ancient-Power
154	|	Rock-Smash
154	|	Facade
154	|	Nature-Power
154	|	Helping-Hand
154	|	Ingrain
154	|	Magic-Coat
154	|	Knock-Off
154	|	Endeavor
154	|	Secret-Power
154	|	Weather-Ball
154	|	Aromatherapy
154	|	Fake-Tears
154	|	Bullet-Seed
154	|	Frenzy-Plant
154	|	Magical-Leaf
154	|	Natural-Gift
154	|	Worry-Seed
154	|	Seed-Bomb
154	|	Energy-Ball
154	|	Giga-Impact
154	|	Zen-Headbutt
154	|	Rock-Climb
154	|	Leaf-Storm
154	|	Captivate
154	|	Grass-Knot
154	|	Round
154	|	Echoed-Voice
154	|	Heal-Pulse
154	|	Grass-Pledge
154	|	Bulldoze
154	|	Dragon-Tail
154	|	Work-Up
154	|	Petal-Blizzard
154	|	Grassy-Terrain
154	|	Confide
154	|	Solar-Blade
154	|	Laser-Focus
154	|	Stomping-Tantrum
154	|	Body-Press
154	|	Grassy-Glide
154	|	Tera-Blast
154	|	Trailblaze
155	|	Cut
155	|	Double-Kick
155	|	Headbutt
155	|	Tackle
155	|	Body-Slam
155	|	Take-Down
155	|	Thrash
155	|	Double-Edge
155	|	Leer
155	|	Roar
155	|	Ember
155	|	Flamethrower
155	|	Submission
155	|	Fire-Spin
155	|	Dig
155	|	Toxic
155	|	Quick-Attack
155	|	Mimic
155	|	Double-Team
155	|	Smokescreen
155	|	Defense-Curl
155	|	Fire-Blast
155	|	Swift
155	|	Fury-Swipes
155	|	Rest
155	|	Substitute
155	|	Flame-Wheel
155	|	Snore
155	|	Curse
155	|	Reversal
155	|	Protect
155	|	Mud-Slap
155	|	Foresight
155	|	Detect
155	|	Endure
155	|	Rollout
155	|	Swagger
155	|	Attract
155	|	Sleep-Talk
155	|	Return
155	|	Frustration
155	|	Iron-Tail
155	|	Hidden-Power
155	|	Sunny-Day
155	|	Heat-Wave
155	|	Will-O-Wisp
155	|	Facade
155	|	Nature-Power
155	|	Eruption
155	|	Secret-Power
155	|	Crush-Claw
155	|	Overheat
155	|	Extrasensory
155	|	Aerial-Ace
155	|	Howl
155	|	Covet
155	|	Natural-Gift
155	|	Flare-Blitz
155	|	Fire-Fang
155	|	Zen-Headbutt
155	|	Lava-Plume
155	|	Iron-Head
155	|	Captivate
155	|	Flame-Burst
155	|	Flame-Charge
155	|	Round
155	|	Incinerate
155	|	Inferno
155	|	Fire-Pledge
155	|	Work-Up
155	|	Wild-Charge
155	|	Play-Rough
155	|	Confide
155	|	Burn-Up
155	|	Burning-Jealousy
155	|	Tera-Blast
155	|	Temper-Flare
156	|	Cut
156	|	Double-Kick
156	|	Headbutt
156	|	Tackle
156	|	Body-Slam
156	|	Take-Down
156	|	Double-Edge
156	|	Leer
156	|	Roar
156	|	Ember
156	|	Flamethrower
156	|	Strength
156	|	Fire-Spin
156	|	Dig
156	|	Toxic
156	|	Quick-Attack
156	|	Mimic
156	|	Double-Team
156	|	Smokescreen
156	|	Defense-Curl
156	|	Fire-Blast
156	|	Swift
156	|	Rest
156	|	Substitute
156	|	Flame-Wheel
156	|	Snore
156	|	Curse
156	|	Reversal
156	|	Protect
156	|	Mud-Slap
156	|	Detect
156	|	Endure
156	|	Rollout
156	|	Swagger
156	|	Fury-Cutter
156	|	Attract
156	|	Sleep-Talk
156	|	Return
156	|	Frustration
156	|	Iron-Tail
156	|	Hidden-Power
156	|	Sunny-Day
156	|	Rock-Smash
156	|	Heat-Wave
156	|	Will-O-Wisp
156	|	Facade
156	|	Focus-Punch
156	|	Nature-Power
156	|	Brick-Break
156	|	Endeavor
156	|	Eruption
156	|	Secret-Power
156	|	Overheat
156	|	Extrasensory
156	|	Aerial-Ace
156	|	Howl
156	|	Covet
156	|	Natural-Gift
156	|	Flare-Blitz
156	|	Fire-Fang
156	|	Zen-Headbutt
156	|	Lava-Plume
156	|	Iron-Head
156	|	Captivate
156	|	Flame-Charge
156	|	Round
156	|	Incinerate
156	|	Inferno
156	|	Fire-Pledge
156	|	Work-Up
156	|	Wild-Charge
156	|	Play-Rough
156	|	Confide
156	|	Burn-Up
156	|	Burning-Jealousy
156	|	Tera-Blast
156	|	Temper-Flare
157	|	Mega-Punch
157	|	Fire-Punch
157	|	Thunder-Punch
157	|	Cut
157	|	Double-Kick
157	|	Mega-Kick
157	|	Headbutt
157	|	Tackle
157	|	Body-Slam
157	|	Take-Down
157	|	Double-Edge
157	|	Leer
157	|	Roar
157	|	Ember
157	|	Flamethrower
157	|	Hyper-Beam
157	|	Low-Kick
157	|	Counter
157	|	Seismic-Toss
157	|	Strength
157	|	Solar-Beam
157	|	Fire-Spin
157	|	Earthquake
157	|	Dig
157	|	Toxic
157	|	Quick-Attack
157	|	Night-Shade
157	|	Mimic
157	|	Double-Team
157	|	Smokescreen
157	|	Confuse-Ray
157	|	Defense-Curl
157	|	Fire-Blast
157	|	Swift
157	|	Rest
157	|	Rock-Slide
157	|	Substitute
157	|	Flame-Wheel
157	|	Snore
157	|	Curse
157	|	Reversal
157	|	Spite
157	|	Protect
157	|	Mud-Slap
157	|	Detect
157	|	Endure
157	|	Rollout
157	|	Swagger
157	|	Fury-Cutter
157	|	Attract
157	|	Sleep-Talk
157	|	Return
157	|	Frustration
157	|	Dynamic-Punch
157	|	Iron-Tail
157	|	Hidden-Power
157	|	Sunny-Day
157	|	Shadow-Ball
157	|	Rock-Smash
157	|	Heat-Wave
157	|	Will-O-Wisp
157	|	Facade
157	|	Focus-Punch
157	|	Nature-Power
157	|	Helping-Hand
157	|	Brick-Break
157	|	Endeavor
157	|	Eruption
157	|	Secret-Power
157	|	Blast-Burn
157	|	Overheat
157	|	Rock-Tomb
157	|	Extrasensory
157	|	Aerial-Ace
157	|	Howl
157	|	Covet
157	|	Calm-Mind
157	|	Gyro-Ball
157	|	Natural-Gift
157	|	Fling
157	|	Flare-Blitz
157	|	Focus-Blast
157	|	Giga-Impact
157	|	Shadow-Claw
157	|	Fire-Fang
157	|	Zen-Headbutt
157	|	Rock-Climb
157	|	Lava-Plume
157	|	Iron-Head
157	|	Captivate
157	|	Flame-Charge
157	|	Round
157	|	Hex
157	|	Incinerate
157	|	Inferno
157	|	Fire-Pledge
157	|	Bulldoze
157	|	Work-Up
157	|	Wild-Charge
157	|	Play-Rough
157	|	Confide
157	|	Power-Up-Punch
157	|	Laser-Focus
157	|	Throat-Chop
157	|	Burn-Up
157	|	Stomping-Tantrum
157	|	Burning-Jealousy
157	|	Poltergeist
157	|	Scorching-Sands
157	|	Tera-Blast
157	|	Temper-Flare
158	|	Mega-Punch
158	|	Ice-Punch
158	|	Scratch
158	|	Razor-Wind
158	|	Swords-Dance
158	|	Cut
158	|	Mega-Kick
158	|	Headbutt
158	|	Body-Slam
158	|	Take-Down
158	|	Thrash
158	|	Double-Edge
158	|	Leer
158	|	Bite
158	|	Water-Gun
158	|	Hydro-Pump
158	|	Surf
158	|	Ice-Beam
158	|	Blizzard
158	|	Low-Kick
158	|	Counter
158	|	Seismic-Toss
158	|	Dig
158	|	Toxic
158	|	Rage
158	|	Mimic
158	|	Screech
158	|	Double-Team
158	|	Waterfall
158	|	Rest
158	|	Rock-Slide
158	|	Slash
158	|	Substitute
158	|	Thief
158	|	Snore
158	|	Curse
158	|	Flail
158	|	Spite
158	|	Protect
158	|	Scary-Face
158	|	Mud-Slap
158	|	Icy-Wind
158	|	Detect
158	|	Endure
158	|	Swagger
158	|	Attract
158	|	Sleep-Talk
158	|	Return
158	|	Frustration
158	|	Dynamic-Punch
158	|	Iron-Tail
158	|	Metal-Claw
158	|	Hidden-Power
158	|	Rain-Dance
158	|	Crunch
158	|	Ancient-Power
158	|	Whirlpool
158	|	Uproar
158	|	Hail
158	|	Flatter
158	|	Facade
158	|	Focus-Punch
158	|	Superpower
158	|	Brick-Break
158	|	Endeavor
158	|	Secret-Power
158	|	Dive
158	|	Mud-Sport
158	|	Fake-Tears
158	|	Rock-Tomb
158	|	Muddy-Water
158	|	Aerial-Ace
158	|	Block
158	|	Dragon-Claw
158	|	Water-Sport
158	|	Dragon-Dance
158	|	Water-Pulse
158	|	Natural-Gift
158	|	Fling
158	|	Aqua-Tail
158	|	Shadow-Claw
158	|	Ice-Fang
158	|	Captivate
158	|	Aqua-Jet
158	|	Hone-Claws
158	|	Round
158	|	Chip-Away
158	|	Scald
158	|	Water-Pledge
158	|	Work-Up
158	|	Confide
158	|	Power-Up-Punch
158	|	Liquidation
158	|	Breaking-Swipe
158	|	Flip-Turn
158	|	Tera-Blast
158	|	Trailblaze
158	|	Chilling-Water
159	|	Mega-Punch
159	|	Ice-Punch
159	|	Scratch
159	|	Swords-Dance
159	|	Cut
159	|	Mega-Kick
159	|	Headbutt
159	|	Body-Slam
159	|	Take-Down
159	|	Thrash
159	|	Double-Edge
159	|	Leer
159	|	Bite
159	|	Roar
159	|	Water-Gun
159	|	Hydro-Pump
159	|	Surf
159	|	Ice-Beam
159	|	Blizzard
159	|	Low-Kick
159	|	Counter
159	|	Seismic-Toss
159	|	Strength
159	|	Dig
159	|	Toxic
159	|	Rage
159	|	Mimic
159	|	Screech
159	|	Double-Team
159	|	Waterfall
159	|	Rest
159	|	Rock-Slide
159	|	Slash
159	|	Substitute
159	|	Thief
159	|	Snore
159	|	Curse
159	|	Flail
159	|	Spite
159	|	Protect
159	|	Scary-Face
159	|	Mud-Slap
159	|	Icy-Wind
159	|	Detect
159	|	Endure
159	|	Swagger
159	|	Fury-Cutter
159	|	Attract
159	|	Sleep-Talk
159	|	Return
159	|	Frustration
159	|	Dynamic-Punch
159	|	Iron-Tail
159	|	Metal-Claw
159	|	Hidden-Power
159	|	Rain-Dance
159	|	Crunch
159	|	Ancient-Power
159	|	Rock-Smash
159	|	Whirlpool
159	|	Uproar
159	|	Hail
159	|	Flatter
159	|	Facade
159	|	Focus-Punch
159	|	Superpower
159	|	Brick-Break
159	|	Endeavor
159	|	Secret-Power
159	|	Dive
159	|	Fake-Tears
159	|	Rock-Tomb
159	|	Muddy-Water
159	|	Aerial-Ace
159	|	Block
159	|	Dragon-Claw
159	|	Dragon-Dance
159	|	Water-Pulse
159	|	Natural-Gift
159	|	Fling
159	|	Aqua-Tail
159	|	Shadow-Claw
159	|	Ice-Fang
159	|	Captivate
159	|	Aqua-Jet
159	|	Hone-Claws
159	|	Round
159	|	Chip-Away
159	|	Scald
159	|	Water-Pledge
159	|	Work-Up
159	|	Confide
159	|	Power-Up-Punch
159	|	Psychic-Fangs
159	|	Liquidation
159	|	Breaking-Swipe
159	|	Flip-Turn
159	|	Tera-Blast
159	|	Trailblaze
159	|	Chilling-Water
160	|	Mega-Punch
160	|	Ice-Punch
160	|	Scratch
160	|	Swords-Dance
160	|	Cut
160	|	Mega-Kick
160	|	Headbutt
160	|	Body-Slam
160	|	Take-Down
160	|	Thrash
160	|	Double-Edge
160	|	Leer
160	|	Bite
160	|	Roar
160	|	Water-Gun
160	|	Hydro-Pump
160	|	Surf
160	|	Ice-Beam
160	|	Blizzard
160	|	Hyper-Beam
160	|	Low-Kick
160	|	Counter
160	|	Seismic-Toss
160	|	Strength
160	|	Earthquake
160	|	Dig
160	|	Toxic
160	|	Agility
160	|	Rage
160	|	Mimic
160	|	Screech
160	|	Double-Team
160	|	Waterfall
160	|	Rest
160	|	Rock-Slide
160	|	Slash
160	|	Substitute
160	|	Thief
160	|	Snore
160	|	Curse
160	|	Flail
160	|	Spite
160	|	Protect
160	|	Scary-Face
160	|	Mud-Slap
160	|	Icy-Wind
160	|	Detect
160	|	Outrage
160	|	Endure
160	|	Swagger
160	|	Fury-Cutter
160	|	Attract
160	|	Sleep-Talk
160	|	Return
160	|	Frustration
160	|	Dynamic-Punch
160	|	Iron-Tail
160	|	Metal-Claw
160	|	Hidden-Power
160	|	Rain-Dance
160	|	Crunch
160	|	Ancient-Power
160	|	Rock-Smash
160	|	Whirlpool
160	|	Uproar
160	|	Hail
160	|	Flatter
160	|	Facade
160	|	Focus-Punch
160	|	Helping-Hand
160	|	Superpower
160	|	Brick-Break
160	|	Endeavor
160	|	Secret-Power
160	|	Dive
160	|	Hydro-Cannon
160	|	Fake-Tears
160	|	Rock-Tomb
160	|	Muddy-Water
160	|	Aerial-Ace
160	|	Block
160	|	Dragon-Claw
160	|	Dragon-Dance
160	|	Water-Pulse
160	|	Natural-Gift
160	|	Fling
160	|	Aqua-Tail
160	|	Dragon-Pulse
160	|	Focus-Blast
160	|	Giga-Impact
160	|	Avalanche
160	|	Shadow-Claw
160	|	Ice-Fang
160	|	Rock-Climb
160	|	Captivate
160	|	Aqua-Jet
160	|	Hone-Claws
160	|	Round
160	|	Chip-Away
160	|	Scald
160	|	Water-Pledge
160	|	Bulldoze
160	|	Dragon-Tail
160	|	Work-Up
160	|	Snarl
160	|	Confide
160	|	Power-Up-Punch
160	|	Psychic-Fangs
160	|	Stomping-Tantrum
160	|	Liquidation
160	|	Breaking-Swipe
160	|	Scale-Shot
160	|	Lash-Out
160	|	Flip-Turn
160	|	Tera-Blast
160	|	Trailblaze
160	|	Chilling-Water
161	|	Fire-Punch
161	|	Ice-Punch
161	|	Thunder-Punch
161	|	Scratch
161	|	Cut
161	|	Slam
161	|	Headbutt
161	|	Tackle
161	|	Body-Slam
161	|	Take-Down
161	|	Double-Edge
161	|	Growl
161	|	Flamethrower
161	|	Surf
161	|	Ice-Beam
161	|	Blizzard
161	|	Solar-Beam
161	|	Thunderbolt
161	|	Thunder
161	|	Dig
161	|	Toxic
161	|	Quick-Attack
161	|	Mimic
161	|	Double-Team
161	|	Defense-Curl
161	|	Focus-Energy
161	|	Swift
161	|	Amnesia
161	|	Fury-Swipes
161	|	Rest
161	|	Super-Fang
161	|	Slash
161	|	Substitute
161	|	Thief
161	|	Snore
161	|	Curse
161	|	Reversal
161	|	Protect
161	|	Mud-Slap
161	|	Foresight
161	|	Detect
161	|	Endure
161	|	Charm
161	|	Rollout
161	|	Swagger
161	|	Fury-Cutter
161	|	Attract
161	|	Sleep-Talk
161	|	Return
161	|	Frustration
161	|	Dynamic-Punch
161	|	Baton-Pass
161	|	Pursuit
161	|	Iron-Tail
161	|	Hidden-Power
161	|	Rain-Dance
161	|	Sunny-Day
161	|	Shadow-Ball
161	|	Whirlpool
161	|	Uproar
161	|	Facade
161	|	Focus-Punch
161	|	Follow-Me
161	|	Helping-Hand
161	|	Trick
161	|	Assist
161	|	Brick-Break
161	|	Knock-Off
161	|	Endeavor
161	|	Secret-Power
161	|	Hyper-Voice
161	|	Covet
161	|	Shock-Wave
161	|	Water-Pulse
161	|	Natural-Gift
161	|	U-Turn
161	|	Fling
161	|	Me-First
161	|	Last-Resort
161	|	Sucker-Punch
161	|	Aqua-Tail
161	|	Seed-Bomb
161	|	Shadow-Claw
161	|	Captivate
161	|	Grass-Knot
161	|	Charge-Beam
161	|	Hone-Claws
161	|	Round
161	|	Echoed-Voice
161	|	Retaliate
161	|	Work-Up
161	|	Play-Rough
161	|	Confide
161	|	Baby-Doll-Eyes
161	|	Power-Up-Punch
161	|	Brutal-Swing
161	|	Tera-Blast
161	|	Tidy-Up
161	|	Trailblaze
161	|	Chilling-Water
162	|	Fire-Punch
162	|	Ice-Punch
162	|	Thunder-Punch
162	|	Scratch
162	|	Cut
162	|	Slam
162	|	Headbutt
162	|	Body-Slam
162	|	Take-Down
162	|	Double-Edge
162	|	Growl
162	|	Flamethrower
162	|	Surf
162	|	Ice-Beam
162	|	Blizzard
162	|	Hyper-Beam
162	|	Strength
162	|	Solar-Beam
162	|	Thunderbolt
162	|	Thunder
162	|	Dig
162	|	Toxic
162	|	Agility
162	|	Quick-Attack
162	|	Mimic
162	|	Double-Team
162	|	Defense-Curl
162	|	Focus-Energy
162	|	Swift
162	|	Amnesia
162	|	Fury-Swipes
162	|	Rest
162	|	Super-Fang
162	|	Slash
162	|	Substitute
162	|	Thief
162	|	Snore
162	|	Curse
162	|	Reversal
162	|	Protect
162	|	Mud-Slap
162	|	Foresight
162	|	Detect
162	|	Endure
162	|	Charm
162	|	Rollout
162	|	Swagger
162	|	Fury-Cutter
162	|	Attract
162	|	Sleep-Talk
162	|	Return
162	|	Frustration
162	|	Dynamic-Punch
162	|	Baton-Pass
162	|	Iron-Tail
162	|	Hidden-Power
162	|	Rain-Dance
