DexId	|	Name	|	Height	|	Weight	|	Catch_rate	|	Growth_rate	|	Gender_rate	|	Is_baby	|	Is_legendary	|	Is_mythic	|	HP	|	Atk	|	Def	|	SpAtk	|	SpDef	|	Spd	|	ImageId	|	PreviousStageId
163	|	Hoothoot	|	7	|	212	|	255	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	60	|	30	|	30	|	36	|	56	|	50	|	163	|	
164	|	Noctowl	|	16	|	408	|	90	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	100	|	50	|	50	|	86	|	96	|	70	|	164	|	163
165	|	Ledyba	|	10	|	108	|	255	|	fast	|	4	|	FALSE	|	FALSE	|	FALSE	|	40	|	20	|	30	|	40	|	80	|	55	|	165	|	
166	|	Ledian	|	14	|	356	|	90	|	fast	|	4	|	FALSE	|	FALSE	|	FALSE	|	55	|	35	|	50	|	55	|	110	|	85	|	166	|	165
167	|	Spinarak	|	5	|	85	|	255	|	fast	|	4	|	FALSE	|	FALSE	|	FALSE	|	40	|	60	|	40	|	40	|	40	|	30	|	167	|	
168	|	Ariados	|	11	|	335	|	90	|	fast	|	4	|	FALSE	|	FALSE	|	FALSE	|	70	|	90	|	70	|	60	|	70	|	40	|	168	|	167
169	|	Crobat	|	18	|	750	|	90	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	85	|	90	|	80	|	70	|	80	|	130	|	169	|	42
170	|	Chinchou	|	5	|	120	|	190	|	slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	75	|	38	|	38	|	56	|	56	|	67	|	170	|	
171	|	Lanturn	|	12	|	225	|	75	|	slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	125	|	58	|	58	|	76	|	76	|	67	|	171	|	170
172	|	Pichu	|	3	|	20	|	190	|	medium	|	4	|	TRUE	|	FALSE	|	FALSE	|	20	|	40	|	15	|	35	|	35	|	60	|	172	|	
173	|	Cleffa	|	3	|	30	|	150	|	fast	|	6	|	TRUE	|	FALSE	|	FALSE	|	50	|	25	|	28	|	45	|	55	|	15	|	173	|	
174	|	Igglybuff	|	3	|	10	|	170	|	fast	|	6	|	TRUE	|	FALSE	|	FALSE	|	90	|	30	|	15	|	40	|	20	|	15	|	174	|	
175	|	Togepi	|	3	|	15	|	190	|	fast	|	1	|	TRUE	|	FALSE	|	FALSE	|	35	|	20	|	65	|	40	|	65	|	20	|	175	|	
176	|	Togetic	|	6	|	32	|	75	|	fast	|	1	|	FALSE	|	FALSE	|	FALSE	|	55	|	40	|	85	|	80	|	105	|	40	|	176	|	175
177	|	Natu	|	2	|	20	|	190	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	40	|	50	|	45	|	70	|	45	|	70	|	177	|	
178	|	Xatu	|	15	|	150	|	75	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	65	|	75	|	70	|	95	|	70	|	95	|	178	|	177
179	|	Mareep	|	6	|	78	|	235	|	medium-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	55	|	40	|	40	|	65	|	45	|	35	|	179	|	
180	|	Flaaffy	|	8	|	133	|	120	|	medium-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	70	|	55	|	55	|	80	|	60	|	45	|	180	|	179
181	|	Ampharos	|	14	|	615	|	45	|	medium-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	90	|	75	|	85	|	115	|	90	|	55	|	181	|	180
182	|	Bellossom	|	4	|	58	|	45	|	medium-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	75	|	80	|	95	|	90	|	100	|	50	|	182	|	44
183	|	Marill	|	4	|	85	|	190	|	fast	|	4	|	FALSE	|	FALSE	|	FALSE	|	70	|	20	|	50	|	20	|	50	|	40	|	183	|	298
184	|	Azumarill	|	8	|	285	|	75	|	fast	|	4	|	FALSE	|	FALSE	|	FALSE	|	100	|	50	|	80	|	60	|	80	|	50	|	184	|	183
185	|	Sudowoodo	|	12	|	380	|	65	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	70	|	100	|	115	|	30	|	65	|	30	|	185	|	438
186	|	Politoed	|	11	|	339	|	45	|	medium-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	90	|	75	|	75	|	90	|	100	|	70	|	186	|	61
187	|	Hoppip	|	4	|	5	|	255	|	medium-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	35	|	35	|	40	|	35	|	55	|	50	|	187	|	
188	|	Skiploom	|	6	|	10	|	120	|	medium-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	55	|	45	|	50	|	45	|	65	|	80	|	188	|	187
189	|	Jumpluff	|	8	|	30	|	45	|	medium-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	75	|	55	|	70	|	55	|	95	|	110	|	189	|	188
190	|	Aipom	|	8	|	115	|	45	|	fast	|	4	|	FALSE	|	FALSE	|	FALSE	|	55	|	70	|	55	|	40	|	55	|	85	|	190	|	
191	|	Sunkern	|	3	|	18	|	235	|	medium-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	30	|	30	|	30	|	30	|	30	|	30	|	191	|	
192	|	Sunflora	|	8	|	85	|	120	|	medium-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	75	|	75	|	55	|	105	|	85	|	30	|	192	|	191
193	|	Yanma	|	12	|	380	|	75	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	65	|	65	|	45	|	75	|	45	|	95	|	193	|	
194	|	Wooper	|	4	|	85	|	255	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	55	|	45	|	45	|	25	|	25	|	15	|	194	|	
195	|	Quagsire	|	14	|	750	|	90	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	95	|	85	|	85	|	65	|	65	|	35	|	195	|	194
196	|	Espeon	|	9	|	265	|	45	|	medium	|	1	|	FALSE	|	FALSE	|	FALSE	|	65	|	65	|	60	|	130	|	95	|	110	|	196	|	133
197	|	Umbreon	|	10	|	270	|	45	|	medium	|	1	|	FALSE	|	FALSE	|	FALSE	|	95	|	65	|	110	|	60	|	130	|	65	|	197	|	133
198	|	Murkrow	|	5	|	21	|	30	|	medium-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	60	|	85	|	42	|	85	|	42	|	91	|	198	|	
199	|	Slowking	|	20	|	795	|	70	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	95	|	75	|	80	|	100	|	110	|	30	|	199	|	79
200	|	Misdreavus	|	7	|	10	|	45	|	fast	|	4	|	FALSE	|	FALSE	|	FALSE	|	60	|	60	|	60	|	85	|	85	|	85	|	200	|	
201	|	Unown	|	5	|	50	|	225	|	medium	|	-1	|	FALSE	|	FALSE	|	FALSE	|	48	|	72	|	48	|	72	|	48	|	48	|	201	|	
202	|	Wobbuffet	|	13	|	285	|	45	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	190	|	33	|	58	|	33	|	58	|	33	|	202	|	360
203	|	Girafarig	|	15	|	415	|	60	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	70	|	80	|	65	|	90	|	65	|	85	|	203	|	
204	|	Pineco	|	6	|	72	|	190	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	50	|	65	|	90	|	35	|	35	|	15	|	204	|	
205	|	Forretress	|	12	|	1258	|	75	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	75	|	90	|	140	|	60	|	60	|	40	|	205	|	204
206	|	Dunsparce	|	15	|	140	|	190	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	100	|	70	|	70	|	65	|	65	|	45	|	206	|	
207	|	Gligar	|	11	|	648	|	60	|	medium-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	65	|	75	|	105	|	35	|	65	|	85	|	207	|	
208	|	Steelix	|	92	|	4000	|	25	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	75	|	85	|	200	|	55	|	65	|	30	|	208	|	95
209	|	Snubbull	|	6	|	78	|	190	|	fast	|	6	|	FALSE	|	FALSE	|	FALSE	|	60	|	80	|	50	|	40	|	40	|	30	|	209	|	
210	|	Granbull	|	14	|	487	|	75	|	fast	|	6	|	FALSE	|	FALSE	|	FALSE	|	90	|	120	|	75	|	60	|	60	|	45	|	210	|	209
211	|	Qwilfish	|	5	|	39	|	45	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	65	|	95	|	85	|	55	|	55	|	85	|	211	|	
212	|	Scizor	|	18	|	1180	|	25	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	70	|	130	|	100	|	55	|	80	|	65	|	212	|	123
213	|	Shuckle	|	6	|	205	|	190	|	medium-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	20	|	10	|	230	|	10	|	230	|	5	|	213	|	
214	|	Heracross	|	15	|	540	|	45	|	slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	80	|	125	|	75	|	40	|	95	|	85	|	214	|	
215	|	Sneasel	|	9	|	280	|	60	|	medium-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	55	|	95	|	55	|	35	|	75	|	115	|	215	|	
216	|	Teddiursa	|	6	|	88	|	120	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	60	|	80	|	50	|	50	|	50	|	40	|	216	|	
217	|	Ursaring	|	18	|	1258	|	60	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	90	|	130	|	75	|	75	|	75	|	55	|	217	|	216
218	|	Slugma	|	7	|	350	|	190	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	40	|	40	|	40	|	70	|	40	|	20	|	218	|	
219	|	Magcargo	|	8	|	550	|	75	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	60	|	50	|	120	|	90	|	80	|	30	|	219	|	218
220	|	Swinub	|	4	|	65	|	225	|	slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	50	|	50	|	40	|	30	|	30	|	50	|	220	|	
221	|	Piloswine	|	11	|	558	|	75	|	slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	100	|	100	|	80	|	60	|	60	|	50	|	221	|	220
222	|	Corsola	|	6	|	50	|	60	|	fast	|	6	|	FALSE	|	FALSE	|	FALSE	|	65	|	55	|	95	|	65	|	95	|	35	|	222	|	
223	|	Remoraid	|	6	|	120	|	190	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	35	|	65	|	35	|	65	|	35	|	65	|	223	|	
224	|	Octillery	|	9	|	285	|	75	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	75	|	105	|	75	|	105	|	75	|	45	|	224	|	223
225	|	Delibird	|	9	|	160	|	45	|	fast	|	4	|	FALSE	|	FALSE	|	FALSE	|	45	|	55	|	45	|	65	|	45	|	75	|	225	|	
226	|	Mantine	|	21	|	2200	|	25	|	slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	85	|	40	|	70	|	80	|	140	|	70	|	226	|	458
227	|	Skarmory	|	17	|	505	|	25	|	slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	65	|	80	|	140	|	40	|	70	|	70	|	227	|	
228	|	Houndour	|	6	|	108	|	120	|	slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	45	|	60	|	30	|	80	|	50	|	65	|	228	|	
229	|	Houndoom	|	14	|	350	|	45	|	slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	75	|	90	|	50	|	110	|	80	|	95	|	229	|	228
230	|	Kingdra	|	18	|	1520	|	45	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	75	|	95	|	95	|	95	|	95	|	85	|	230	|	117
231	|	Phanpy	|	5	|	335	|	120	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	90	|	60	|	60	|	40	|	40	|	40	|	231	|	
232	|	Donphan	|	11	|	1200	|	60	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	90	|	120	|	120	|	60	|	60	|	50	|	232	|	231
233	|	Porygon2	|	6	|	325	|	45	|	medium	|	-1	|	FALSE	|	FALSE	|	FALSE	|	85	|	80	|	90	|	105	|	95	|	60	|	233	|	137
234	|	Stantler	|	14	|	712	|	45	|	slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	73	|	95	|	62	|	85	|	65	|	85	|	234	|	
235	|	Smeargle	|	12	|	580	|	45	|	fast	|	4	|	FALSE	|	FALSE	|	FALSE	|	55	|	20	|	35	|	20	|	45	|	75	|	235	|	
236	|	Tyrogue	|	7	|	210	|	75	|	medium	|	0	|	TRUE	|	FALSE	|	FALSE	|	35	|	35	|	35	|	35	|	35	|	35	|	236	|	
237	|	Hitmontop	|	14	|	480	|	45	|	medium	|	0	|	FALSE	|	FALSE	|	FALSE	|	50	|	95	|	95	|	35	|	110	|	70	|	237	|	236
238	|	Smoochum	|	4	|	60	|	45	|	medium	|	8	|	TRUE	|	FALSE	|	FALSE	|	45	|	30	|	15	|	85	|	65	|	65	|	238	|	
239	|	Elekid	|	6	|	235	|	45	|	medium	|	2	|	TRUE	|	FALSE	|	FALSE	|	45	|	63	|	37	|	65	|	55	|	95	|	239	|	
240	|	Magby	|	7	|	214	|	45	|	medium	|	2	|	TRUE	|	FALSE	|	FALSE	|	45	|	75	|	37	|	70	|	55	|	83	|	240	|	
241	|	Miltank	|	12	|	755	|	45	|	slow	|	8	|	FALSE	|	FALSE	|	FALSE	|	95	|	80	|	105	|	40	|	70	|	100	|	241	|	
242	|	Blissey	|	15	|	468	|	30	|	fast	|	8	|	FALSE	|	FALSE	|	FALSE	|	255	|	10	|	10	|	75	|	135	|	55	|	242	|	113
243	|	Raikou	|	19	|	1780	|	3	|	slow	|	-1	|	FALSE	|	TRUE	|	FALSE	|	90	|	85	|	75	|	115	|	100	|	115	|	243	|	
244	|	Entei	|	21	|	1980	|	3	|	slow	|	-1	|	FALSE	|	TRUE	|	FALSE	|	115	|	115	|	85	|	90	|	75	|	100	|	244	|	
245	|	Suicune	|	20	|	1870	|	3	|	slow	|	-1	|	FALSE	|	TRUE	|	FALSE	|	100	|	75	|	115	|	90	|	115	|	85	|	245	|	
246	|	Larvitar	|	6	|	720	|	45	|	slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	50	|	64	|	50	|	45	|	50	|	41	|	246	|	
247	|	Pupitar	|	12	|	1520	|	45	|	slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	70	|	84	|	70	|	65	|	70	|	51	|	247	|	246
248	|	Tyranitar	|	20	|	2020	|	45	|	slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	100	|	134	|	110	|	95	|	100	|	61	|	248	|	247
249	|	Lugia	|	52	|	2160	|	3	|	slow	|	-1	|	FALSE	|	TRUE	|	FALSE	|	106	|	90	|	130	|	90	|	154	|	110	|	249	|	
250	|	Ho-Oh	|	38	|	1990	|	3	|	slow	|	-1	|	FALSE	|	TRUE	|	FALSE	|	106	|	130	|	90	|	110	|	154	|	90	|	250	|	
251	|	Celebi	|	6	|	50	|	45	|	medium-slow	|	-1	|	FALSE	|	FALSE	|	TRUE	|	100	|	100	|	100	|	100	|	100	|	100	|	251	|	
252	|	Treecko	|	5	|	50	|	45	|	medium-slow	|	1	|	FALSE	|	FALSE	|	FALSE	|	40	|	45	|	35	|	65	|	55	|	70	|	252	|	
253	|	Grovyle	|	9	|	216	|	45	|	medium-slow	|	1	|	FALSE	|	FALSE	|	FALSE	|	50	|	65	|	45	|	85	|	65	|	95	|	253	|	252
254	|	Sceptile	|	17	|	522	|	45	|	medium-slow	|	1	|	FALSE	|	FALSE	|	FALSE	|	70	|	85	|	65	|	105	|	85	|	120	|	254	|	253
255	|	Torchic	|	4	|	25	|	45	|	medium-slow	|	1	|	FALSE	|	FALSE	|	FALSE	|	45	|	60	|	40	|	70	|	50	|	45	|	255	|	
256	|	Combusken	|	9	|	195	|	45	|	medium-slow	|	1	|	FALSE	|	FALSE	|	FALSE	|	60	|	85	|	60	|	85	|	60	|	55	|	256	|	255
257	|	Blaziken	|	19	|	520	|	45	|	medium-slow	|	1	|	FALSE	|	FALSE	|	FALSE	|	80	|	120	|	70	|	110	|	70	|	80	|	257	|	256
258	|	Mudkip	|	4	|	76	|	45	|	medium-slow	|	1	|	FALSE	|	FALSE	|	FALSE	|	50	|	70	|	50	|	50	|	50	|	40	|	258	|	
259	|	Marshtomp	|	7	|	280	|	45	|	medium-slow	|	1	|	FALSE	|	FALSE	|	FALSE	|	70	|	85	|	70	|	60	|	70	|	50	|	259	|	258
260	|	Swampert	|	15	|	819	|	45	|	medium-slow	|	1	|	FALSE	|	FALSE	|	FALSE	|	100	|	110	|	90	|	85	|	90	|	60	|	260	|	259
261	|	Poochyena	|	5	|	136	|	255	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	35	|	55	|	35	|	30	|	30	|	35	|	261	|	
262	|	Mightyena	|	10	|	370	|	127	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	70	|	90	|	70	|	60	|	60	|	70	|	262	|	261
263	|	Zigzagoon	|	4	|	175	|	255	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	38	|	30	|	41	|	30	|	41	|	60	|	263	|	
264	|	Linoone	|	5	|	325	|	90	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	78	|	70	|	61	|	50	|	61	|	100	|	264	|	263
265	|	Wurmple	|	3	|	36	|	255	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	45	|	45	|	35	|	20	|	30	|	20	|	265	|	
266	|	Silcoon	|	6	|	100	|	120	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	50	|	35	|	55	|	25	|	25	|	15	|	266	|	265
267	|	Beautifly	|	10	|	284	|	45	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	60	|	70	|	50	|	100	|	50	|	65	|	267	|	266
268	|	Cascoon	|	7	|	115	|	120	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	50	|	35	|	55	|	25	|	25	|	15	|	268	|	265
269	|	Dustox	|	12	|	316	|	45	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	60	|	50	|	70	|	50	|	90	|	65	|	269	|	268
270	|	Lotad	|	5	|	26	|	255	|	medium-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	40	|	30	|	30	|	40	|	50	|	30	|	270	|	
271	|	Lombre	|	12	|	325	|	120	|	medium-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	60	|	50	|	50	|	60	|	70	|	50	|	271	|	270
272	|	Ludicolo	|	15	|	550	|	45	|	medium-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	80	|	70	|	70	|	90	|	100	|	70	|	272	|	271
273	|	Seedot	|	5	|	40	|	255	|	medium-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	40	|	40	|	50	|	30	|	30	|	30	|	273	|	
274	|	Nuzleaf	|	10	|	280	|	120	|	medium-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	70	|	70	|	40	|	60	|	40	|	60	|	274	|	273
275	|	Shiftry	|	13	|	596	|	45	|	medium-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	90	|	100	|	60	|	90	|	60	|	80	|	275	|	274
276	|	Taillow	|	3	|	23	|	200	|	medium-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	40	|	55	|	30	|	30	|	30	|	85	|	276	|	
277	|	Swellow	|	7	|	198	|	45	|	medium-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	60	|	85	|	60	|	75	|	50	|	125	|	277	|	276
278	|	Wingull	|	6	|	95	|	190	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	40	|	30	|	30	|	55	|	30	|	85	|	278	|	
279	|	Pelipper	|	12	|	280	|	45	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	60	|	50	|	100	|	95	|	70	|	65	|	279	|	278
280	|	Ralts	|	4	|	66	|	235	|	slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	28	|	25	|	25	|	45	|	35	|	40	|	280	|	
281	|	Kirlia	|	8	|	202	|	120	|	slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	38	|	35	|	35	|	65	|	55	|	50	|	281	|	280
282	|	Gardevoir	|	16	|	484	|	45	|	slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	68	|	65	|	65	|	125	|	115	|	80	|	282	|	281
283	|	Surskit	|	5	|	17	|	200	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	40	|	30	|	32	|	50	|	52	|	65	|	283	|	
284	|	Masquerain	|	8	|	36	|	75	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	70	|	60	|	62	|	100	|	82	|	80	|	284	|	283
285	|	Shroomish	|	4	|	45	|	255	|	fast-then-very-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	60	|	40	|	60	|	40	|	60	|	35	|	285	|	
286	|	Breloom	|	12	|	392	|	90	|	fast-then-very-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	60	|	130	|	80	|	60	|	60	|	70	|	286	|	285
287	|	Slakoth	|	8	|	240	|	255	|	slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	60	|	60	|	60	|	35	|	35	|	30	|	287	|	
288	|	Vigoroth	|	14	|	465	|	120	|	slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	80	|	80	|	80	|	55	|	55	|	90	|	288	|	287
289	|	Slaking	|	20	|	1305	|	45	|	slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	150	|	160	|	100	|	95	|	65	|	100	|	289	|	288
290	|	Nincada	|	5	|	55	|	255	|	slow-then-very-fast	|	4	|	FALSE	|	FALSE	|	FALSE	|	31	|	45	|	90	|	30	|	30	|	40	|	290	|	
291	|	Ninjask	|	8	|	120	|	120	|	slow-then-very-fast	|	4	|	FALSE	|	FALSE	|	FALSE	|	61	|	90	|	45	|	50	|	50	|	160	|	291	|	290
292	|	Shedinja	|	8	|	12	|	45	|	slow-then-very-fast	|	-1	|	FALSE	|	FALSE	|	FALSE	|	1	|	90	|	45	|	30	|	30	|	40	|	292	|	290
293	|	Whismur	|	6	|	163	|	190	|	medium-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	64	|	51	|	23	|	51	|	23	|	28	|	293	|	
294	|	Loudred	|	10	|	405	|	120	|	medium-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	84	|	71	|	43	|	71	|	43	|	48	|	294	|	293
295	|	Exploud	|	15	|	840	|	45	|	medium-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	104	|	91	|	63	|	91	|	73	|	68	|	295	|	294
296	|	Makuhita	|	10	|	864	|	180	|	fast-then-very-slow	|	2	|	FALSE	|	FALSE	|	FALSE	|	72	|	60	|	30	|	20	|	30	|	25	|	296	|	
297	|	Hariyama	|	23	|	2538	|	200	|	fast-then-very-slow	|	2	|	FALSE	|	FALSE	|	FALSE	|	144	|	120	|	60	|	40	|	60	|	50	|	297	|	296
298	|	Azurill	|	2	|	20	|	150	|	fast	|	6	|	TRUE	|	FALSE	|	FALSE	|	50	|	20	|	40	|	20	|	40	|	20	|	298	|	
299	|	Nosepass	|	10	|	970	|	255	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	30	|	45	|	135	|	45	|	90	|	30	|	299	|	
300	|	Skitty	|	6	|	110	|	255	|	fast	|	6	|	FALSE	|	FALSE	|	FALSE	|	50	|	45	|	45	|	35	|	35	|	50	|	300	|	
301	|	Delcatty	|	11	|	326	|	60	|	fast	|	6	|	FALSE	|	FALSE	|	FALSE	|	70	|	65	|	65	|	55	|	55	|	90	|	301	|	300
302	|	Sableye	|	5	|	110	|	45	|	medium-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	50	|	75	|	75	|	65	|	65	|	50	|	302	|	
303	|	Mawile	|	6	|	115	|	45	|	fast	|	4	|	FALSE	|	FALSE	|	FALSE	|	50	|	85	|	85	|	55	|	55	|	50	|	303	|	
304	|	Aron	|	4	|	600	|	180	|	slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	50	|	70	|	100	|	40	|	40	|	30	|	304	|	
305	|	Lairon	|	9	|	1200	|	90	|	slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	60	|	90	|	140	|	50	|	50	|	40	|	305	|	304
306	|	Aggron	|	21	|	3600	|	45	|	slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	70	|	110	|	180	|	60	|	60	|	50	|	306	|	305
307	|	Meditite	|	6	|	112	|	180	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	30	|	40	|	55	|	40	|	55	|	60	|	307	|	
308	|	Medicham	|	13	|	315	|	90	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	60	|	60	|	75	|	60	|	75	|	80	|	308	|	307
309	|	Electrike	|	6	|	152	|	120	|	slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	40	|	45	|	40	|	65	|	40	|	65	|	309	|	
310	|	Manectric	|	15	|	402	|	45	|	slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	70	|	75	|	60	|	105	|	60	|	105	|	310	|	309
311	|	Plusle	|	4	|	42	|	200	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	60	|	50	|	40	|	85	|	75	|	95	|	311	|	
312	|	Minun	|	4	|	42	|	200	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	60	|	40	|	50	|	75	|	85	|	95	|	312	|	
313	|	Volbeat	|	7	|	177	|	150	|	slow-then-very-fast	|	0	|	FALSE	|	FALSE	|	FALSE	|	65	|	73	|	75	|	47	|	85	|	85	|	313	|	
314	|	Illumise	|	6	|	177	|	150	|	fast-then-very-slow	|	8	|	FALSE	|	FALSE	|	FALSE	|	65	|	47	|	75	|	73	|	85	|	85	|	314	|	
315	|	Roselia	|	3	|	20	|	150	|	medium-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	50	|	60	|	45	|	100	|	80	|	65	|	315	|	406
316	|	Gulpin	|	4	|	103	|	225	|	fast-then-very-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	70	|	43	|	53	|	43	|	53	|	40	|	316	|	
317	|	Swalot	|	17	|	800	|	75	|	fast-then-very-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	100	|	73	|	83	|	73	|	83	|	55	|	317	|	316
318	|	Carvanha	|	8	|	208	|	225	|	slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	45	|	90	|	20	|	65	|	20	|	65	|	318	|	
319	|	Sharpedo	|	18	|	888	|	60	|	slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	70	|	120	|	40	|	95	|	40	|	95	|	319	|	318
320	|	Wailmer	|	20	|	1300	|	125	|	fast-then-very-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	130	|	70	|	35	|	70	|	35	|	60	|	320	|	
321	|	Wailord	|	145	|	3980	|	60	|	fast-then-very-slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	170	|	90	|	45	|	90	|	45	|	60	|	321	|	320
322	|	Numel	|	7	|	240	|	255	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	60	|	60	|	40	|	65	|	45	|	35	|	322	|	
323	|	Camerupt	|	19	|	2200	|	150	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	70	|	100	|	70	|	105	|	75	|	40	|	323	|	322
324	|	Torkoal	|	5	|	804	|	90	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	70	|	85	|	140	|	85	|	70	|	20	|	324	|	
325	|	Spoink	|	7	|	306	|	255	|	fast	|	4	|	FALSE	|	FALSE	|	FALSE	|	60	|	25	|	35	|	70	|	80	|	60	|	325	|	
326	|	Grumpig	|	9	|	715	|	60	|	fast	|	4	|	FALSE	|	FALSE	|	FALSE	|	80	|	45	|	65	|	90	|	110	|	80	|	326	|	325
